timestamp(ms), SignalACIFRNAOFILT,SignalStdIFR,Count, SignalACIFR,
"1713735445.419",,"28.44","1476","2874",
"1713735445.423","2838",,,,
"1713735445.424",,"28.21","1477","2879",
"1713735445.429","2878","28.54","1478",,
"1713735445.43",,,,"2883",
"1713735445.44","2812",,,,
"1713735445.441","2827","28.15","1480","2889",
"1713735445.446","2887","28.15",,,
"1713735445.447",,,"1481","2891",
"1713735445.452","2841",,,,
"1713735445.453",,"28.38","1482",,
"1713735445.454",,,,"2889",
"1713735445.458","2839","28.46","1483","2887",
"1713735445.463","2891",,,,
"1713735445.464",,"28.43","1484","2884",
"1713735445.469","2874",,,,
"1713735445.47",,"28.91",,,
"1713735445.471",,,"1485","2879",
"1713735445.475","2846","29.23","1486","2875",
"1713735445.488","2891","29.2","1487",,
"1713735445.489","2894","29.43","1488","2862",
"1713735445.492","2844","29.62","1489","2860",
"1713735445.498","2872","29.59","1490","2857",
"1713735445.503","2892","29.67",,,
"1713735445.504",,,"1491","2852",
"1713735445.509","2827","29.83",,,
"1713735445.51",,,"1492","2853",
"1713735445.515","2842","29.69","1493","2851",
"1713735445.52","2875",,,,
"1713735445.521",,"29.66","1494","2851",
"1713735445.527","2811",,,,
"1713735445.528",,"29.9","1495","2854",
"1713735445.532","2824","29.58","1496",,
"1713735445.533",,,,"2854",
"1713735445.538","2871","29.45","1497","2856",
"1713735445.544","2825","29.77",,,
"1713735445.545",,,"1498","2859",
"1713735445.549","2824","29.73","1499",,
"1713735445.55",,,,"2859",
"1713735445.555","2876","29.56","1500","2859",
"1713735445.56","2860",,,,
"1713735445.562",,"30.05","1501","2859",
"1713735445.566","2841",,,,
"1713735445.567",,"30.33","1502","2857",
"1713735445.572","2887","30.3","1503",,
"1713735445.573",,,,"2857",
"1713735445.578","2891",,,,
"1713735445.579",,"30.46","1504","2855",
"1713735445.583","2842","30.53",,,
"1713735445.584",,,"1505","2855",
"1713735445.589","2876","30.56","1506","2854",
"1713735445.595","2893","30.5",,,
"1713735445.596",,,"1507",,
"1713735445.597",,,,"2853",
"1713735445.6","2826",,,,
"1713735445.601",,"30.34","1508","2856",
"1713735445.606","2847","30.41","1509",,
"1713735445.607",,,,"2858",
"1713735445.612","2887","30.49","1510",,
"1713735445.613",,,,"2862",
"1713735445.617","2808",,,,
"1713735445.618",,"30.32","1511","2867",
"1713735445.623","2826",,,,
"1713735445.624",,"30.17","1512","2872",
"1713735445.629","2878",,,,
"1713735445.63",,"30.43","1513","2876",
"1713735445.634","2812",,,,
"1713735445.635",,"30.38","1514","2880",
"1713735445.64","2826","30.09","1515","2883",
"1713735445.646","2878","30.21","1516","2887",
"1713735445.652","2841","30.38",,,
"1713735445.653",,,"1517","2886",
"1713735445.657","2840","30.37","1518","2886",
"1713735445.663","2891","30.51","1519","2885",
"1713735445.669","2873","30.63","1520","2880",
"1713735445.674","2847","30.7","1521",,
"1713735445.675",,,,"2878",
"1713735445.68","2893","30.77","1522","2876",
"1713735445.686","2895","30.66","1523","2870",
"1713735445.691","2846",,,,
"1713735445.692",,"30.5","1524","2869",
"1713735445.697","2877","30.6","1525","2868",
"1713735445.703","2904","30.52","1526",,
"1713735445.704",,,,"2866",
"1713735445.709","2840","30.16","1527","2867",
"1713735445.714","2856",,,,
"1713735445.715",,"30.34","1528","2869",
"1713735445.72","2889","30.43","1529",,
"1713735445.721",,,,"2870",
"1713735445.726","2824","30.29","1530","2874",
"1713735445.731","2828",,,,
"1713735445.732",,"30.22","1531","2875",
"1713735445.737","2878","30.3",,,
"1713735445.738",,,"1532","2877",
"1713735445.743","2831","30.34","1533",,
"1713735445.744",,,,"2880",
"1713735445.749","2830","30.28","1534","2879",
"1713735445.754","2889","30.28",,,
"1713735445.755",,,"1535","2879",
"1713735445.761","2863","30.35","1536","2877",
"1713735445.766","2847","30.47","1537","2875",
"1713735445.771","2903",,,,
"1713735445.772",,"30.52","1538","2872",
"1713735445.778","2904","30.36","1539","2867",
"1713735445.783","2861","30.15","1540",,
"1713735445.784",,,,"2865",
"1713735445.789","2894","30.21","1541","2863",
"1713735445.794","2910",,,,
"1713735445.795",,"29.97",,,
"1713735445.796",,,"1542","2860",
"1713735445.8","2843","29.46",,,
"1713735445.801",,,"1543","2860",
"1713735445.806","2872","29.56","1544","2860",
"1713735445.811","2904",,,,
"1713735445.812",,"29.56","1545","2861",
"1713735445.817","2824",,,,
"1713735445.818",,"29.11","1546","2864",
"1713735445.823","2841","29.13","1547","2867",
"1713735445.829","2876","29.39","1548","2871",
"1713735445.834","2810","29.34",,,
"1713735445.835",,,"1549","2874",
"1713735445.84","2824","29.09","1550","2876",
"1713735445.846","2877","29.22","1551",,
"1713735445.847",,,,"2878",
"1713735445.851","2827",,,,
"1713735445.852",,"29.34","1552","2878",
"1713735445.857","2825","29.27",,,
"1713735445.858",,,"1553","2877",
"1713735445.863","2878",,,,
"1713735445.864",,"29.26","1554","2876",
"1713735445.87","2859","29.43","1555","2872",
"1713735445.874","2843","29.54","1556",,
"1713735445.875",,,,"2870",
"1713735445.9","2890",,,,
"1713735445.901",,"29.64","1557","2867",
"1713735445.916","2891","29.49","1558",,
"1713735445.917","2878","29.52","1559","2862",
"1713735445.918","2838","28.87","1562","2861",
"1713735445.919","2857","29.2","1563","2868",
"1713735445.923","2890",,,,
"1713735445.924",,"29.46","1564","2872",
"1713735445.926","2825","29.18","1565","2877",
"1713735445.932","2827","29.24","1566","2881",
"1713735445.937","2874",,,,
"1713735445.938",,"29.46",,,
"1713735445.939",,,"1567","2884",
"1713735445.943","2824","29.38","1568","2887",
"1713735445.949","2815","29.28","1569","2888",
"1713735445.954","2875","29.31",,,
"1713735445.955",,,"1570","2889",
"1713735445.96","2847","29.33","1571","2887",
"1713735445.966","2840","29.4","1572","2885",
"1713735445.971","2889",,,,
"1713735445.972",,"29.5","1573","2883",
"1713735445.978","2888","29.36","1574","2878",
"1713735445.983","2847","29.19","1575","2875",
"1713735445.989","2889","29.31","1576","2873",
"1713735445.994","2907",,,,
"1713735445.995",,"29.05","1577","2870",
"1713735446","2840","28.51","1578","2871",
"1713735446.006","2863","28.83","1579","2872",
"1713735446.011","2893",,,,
"1713735446.012",,"28.92","1580","2872",
"1713735446.017","2815","28.58","1581","2875",
"1713735446.023","2831","28.65","1582","2878",
"1713735446.028","2876",,,,
"1713735446.029",,"28.94","1583","2881",
"1713735446.034","2798","28.87","1584","2884",
"1713735446.04","2813","28.48","1585","2887",
"1713735446.046","2862","28.57",,,
"1713735446.047",,,"1586","2888",
"1713735446.051","2809","28.77",,,
"1713735446.052",,,"1587","2887",
"1713735446.057","2807","28.47","1588","2886",
"1713735446.063","2858","28.27","1589","2884",
"1713735446.069","2830","28.56","1590","2879",
"1713735446.074","2809","28.59","1591",,
"1713735446.075",,,,"2877",
"1713735446.08","2858","28.39","1592",,
"1713735446.081",,,,"2873",
"1713735446.086","2858","28.63","1593","2867",
"1713735446.091","2813",,,,
"1713735446.092",,"28.74","1594","2867",
"1713735446.097","2847","28.6","1595","2865",
"1713735446.103","2872",,,,
"1713735446.104",,"28.61","1596","2862",
"1713735446.109","2810","28.6","1597","2864",
"1713735446.114","2829","28.52",,,
"1713735446.115",,,"1598","2866",
"1713735446.121","2862","28.53","1599","2867",
"1713735446.126","2798","28.53","1600","2872",
"1713735446.132","2814","28.13","1601","2875",
"1713735446.137","2861",,,,
"1713735446.139",,"28.12","1602","2878",
"1713735446.143","2810",,,,
"1713735446.144",,"28.14","1603","2881",
"1713735446.149","2811","27.81","1604",,
"1713735446.15",,,,"2883",
"1713735446.155","2872","27.71","1605","2885",
"1713735446.16","2843",,,,
"1713735446.161",,"27.78","1606","2885",
"1713735446.166","2828","27.78","1607",,
"1713735446.167",,,,"2884",
"1713735446.172","2887","27.85","1608","2883",
"1713735446.178","2876","27.84","1609","2879",
"1713735446.183","2842","27.87",,,
"1713735446.184",,,"1610","2877",
"1713735446.189","2888","27.94","1611","2876",
"1713735446.195","2903","27.77","1612",,
"1713735446.196",,,,"2873",
"1713735446.2","2840",,,,
"1713735446.201",,"27.42","1613","2872",
"1713735446.206","2863","27.6",,,
"1713735446.207",,,"1614","2871",
"1713735446.213","2895","27.65","1615",,
"1713735446.214",,,,"2871",
"1713735446.218","2816","27.36","1616","2874",
"1713735446.224","2842","27.24","1617",,
"1713735446.225",,,,"2876",
"1713735446.23","2888","27.46",,,
"1713735446.231",,,"1618","2877",
"1713735446.235","2810","27.36","1619","2879",
"1713735446.24","2827",,,,
"1713735446.241",,"27.02","1620","2880",
"1713735446.246","2877",,,,
"1713735446.247",,"27.09",,,
"1713735446.248",,,"1621","2881",
"1713735446.252","2826","27.35","1622",,
"1713735446.253",,,,"2879",
"1713735446.257","2826",,,,
"1713735446.258",,"27.34","1623","2877",
"1713735446.263","2879","27.21",,,
"1713735446.265",,,"1624","2875",
"1713735446.269","2845","28.04","1625","2869",
"1713735446.275","2831","28.54","1626","2864",
"1713735446.28","2888","28.46",,,
"1713735446.281",,,"1627","2859",
"1713735446.286","2876","28.91","1628",,
"1713735446.287",,,,"2851",
"1713735446.292","2831","29.34","1629","2848",
"1713735446.297","2873",,,,
"1713735446.298",,"29.28","1630",,
"1713735446.299",,,,"2844",
"1713735446.304","2887","29.34","1631","2841",
"1713735446.309","2824","29.39","1632",,
"1713735446.31",,,,"2842",
"1713735446.315","2843","29.28","1633","2843",
"1713735446.321","2877",,,,
"1713735446.322",,"29.28","1634","2843",
"1713735446.326","2812","29.29",,,
"1713735446.327",,,"1635","2848",
"1713735446.332","2824","29.05","1636","2852",
"1713735446.338","2871",,,,
"1713735446.339",,"29.02","1637","2855",
"1713735446.343","2812","29.08",,,
"1713735446.344",,,"1638","2860",
"1713735446.349","2813","28.82","1639","2863",
"1713735446.355","2873",,,,
"1713735446.356",,"28.67","1640",,
"1713735446.357",,,,"2865",
"1713735446.36","2831",,,,
"1713735446.361",,"28.86","1641","2867",
"1713735446.366","2826","28.86",,,
"1713735446.367",,,"1642","2867",
"1713735446.372","2875","28.85","1643",,
"1713735446.373",,,,"2867",
"1713735446.378","2872","29","1644","2866",
"1713735446.383","2831",,,,
"1713735446.384",,"29.03",,,
"1713735446.385",,,"1645",,
"1713735446.386",,,,"2864",
"1713735446.39","2877",,,,
"1713735446.391",,"29.07","1646","2864",
"1713735446.395","2890","28.98","1647","2863",
"1713735446.4","2830",,,,
"1713735446.402",,"28.79",,,
"1713735446.403",,,"1648","2864",
"1713735446.406","2860",,,,
"1713735446.407",,"28.96","1649",,
"1713735446.409",,,,"2865",
"1713735446.412","2889","29.02","1650","2866",
"1713735446.417","2813","28.78","1651",,
"1713735446.418",,,,"2870",
"1713735446.423","2840","28.78","1652","2873",
"1713735446.429","2875","29.04",,,
"1713735446.43",,,"1653","2876",
"1713735446.434","2808","28.97",,,
"1713735446.435",,,"1654","2879",
"1713735446.44","2823","28.72","1655","2882",
"1713735446.446","2875","28.89","1656",,
"1713735446.447",,,,"2884",
"1713735446.451","2823",,,,
"1713735446.452",,"28.91","1657","2885",
"1713735446.457","2829","28.76","1658","2885",
"1713735446.463","2888",,,,
"1713735446.464",,"28.93","1659","2886",
"1713735446.469","2857","28.99","1660","2882",
"1713735446.474","2843","29.02","1661","2881",
"1713735446.48","2894",,,,
"1713735446.481",,"29.24","1662","2879",
"1713735446.486","2889","29.09","1663","2874",
"1713735446.491","2847",,,,
"1713735446.492",,"28.94","1664","2874",
"1713735446.497","2880","29.16",,,
"1713735446.498",,,"1665","2872",
"1713735446.503","2892","29.04","1666","2869",
"1713735446.509","2839","28.78","1667","2871",
"1713735446.514","2860","29",,,
"1713735446.515",,,"1668","2872",
"1713735446.52","2888",,,,
"1713735446.521",,"29.07","1669","2873",
"1713735446.526","2823","28.85","1670","2876",
"1713735446.531","2831",,,,
"1713735446.532",,"28.84","1671","2878",
"1713735446.537","2877","29.02","1672","2880",
"1713735446.543","2824","28.98","1673","2883",
"1713735446.549","2827","28.86","1674","2883",
"1713735446.555","2876","28.97","1675","2883",
"1713735446.56","2844","29.02","1676",,
"1713735446.561",,,,"2882",
"1713735446.566","2831","29.04","1677","2881",
"1713735446.572","2892","29.05","1678","2878",
"1713735446.577","2876","29.04","1679",,
"1713735446.578",,,,"2874",
"1713735446.583","2843","29.07","1680","2871",
"1713735446.589","2888",,,,
"1713735446.59",,"29.15","1681","2868",
"1713735446.594","2894","29","1682","2865",
"1713735446.6","2832",,,,
"1713735446.601",,"28.76","1683",,
"1713735446.603",,,,"2864",
"1713735446.606","2871","28.83",,,
"1713735446.607",,,"1684","2864",
"1713735446.612","2894","28.78","1685","2864",
"1713735446.617","2815","28.47",,,
"1713735446.618",,,"1686","2867",
"1713735446.623","2843",,,,
"1713735446.624",,"28.49",,,
"1713735446.625",,,"1687",,
"1713735446.632","2879","28.74",,"2869",
"1713735446.633",,,"1688","2872",
"1713735446.635","2810",,,,
"1713735446.636",,"28.63",,,
"1713735446.637",,,"1689","2877",
"1713735446.64","2826","28.41","1690",,
"1713735446.641",,,,"2880",
"1713735446.646","2877",,,,
"1713735446.647",,"28.6","1691",,
"1713735446.648",,,,"2883",
"1713735446.651","2814",,,,
"1713735446.653",,"28.6",,,
"1713735446.654",,,"1692",,
"1713735446.655",,,,"2884",
"1713735446.657","2825","28.35",,,
"1713735446.658",,,"1693","2884",
"1713735446.664","2877","28.48","1694",,
"1713735446.665",,,,"2884",
"1713735446.669","2844",,,,
"1713735446.67",,"28.65","1695",,
"1713735446.671",,,,"2881",
"1713735446.674","2831",,,,
"1713735446.675",,"28.73","1696","2880",
"1713735446.681","2887","28.85","1697","2878",
"1713735446.686","2876","28.92","1698","2873",
"1713735446.691","2843",,,,
"1713735446.692",,"28.9","1699","2871",
"1713735446.697","2879",,,,
"1713735446.698",,"29.01","1700","2870",
"1713735446.703","2892","28.9","1701","2867",
"1713735446.709","2840","28.63","1702","2867",
"1713735446.714","2862","28.88",,,
"1713735446.715",,,"1703","2869",
"1713735446.72","2891","28.94","1704","2870",
"1713735446.726","2828","28.67","1705","2874",
"1713735446.731","2843",,,,
"1713735446.732",,"28.83","1706","2876",
"1713735446.737","2888","29.09","1707","2879",
"1713735446.743","2824","28.89","1708","2883",
"1713735446.749","2828","28.77","1709",,
"1713735446.75",,,,"2884",
"1713735446.754","2877",,,,
"1713735446.755",,"28.92","1710","2886",
"1713735446.76","2840","28.93","1711","2886",
"1713735446.766","2830","28.92","1712",,
"1713735446.767",,,,"2886",
"1713735446.772","2887","28.96","1713","2884",
"1713735446.777","2873","28.89","1714",,
"1713735446.778",,,,"2881",
"1713735446.783","2841","28.89","1715","2879",
"1713735446.79","2880","29","1716","2877",
"1713735446.794","2891",,,,
"1713735446.795",,"28.88","1717","2874",
"1713735446.8","2829","28.63","1718",,
"1713735446.801",,,,"2873",
"1713735446.806","2861","28.82","1719",,
"1713735446.807",,,,"2873",
"1713735446.811","2888",,,,
"1713735446.812",,"28.83","1720","2873",
"1713735446.817","2810","28.61","1721","2876",
"1713735446.823","2827","28.56",,,
"1713735446.824",,,"1722","2878",
"1713735446.828","2863",,,,
"1713735446.829",,"28.72","1723","2881",
"1713735446.834","2782","28.72",,,
"1713735446.835",,,"1724","2884",
"1713735446.84","2799","27.94",,,
"1713735446.841",,,"1725","2886",
"1713735446.846","2855","27.83","1726","2888",
"1713735446.852","2791","27.97","1727","2889",
"1713735446.858","2796","27.24","1728","2889",
"1713735446.863","2858","26.84","1729","2887",
"1713735446.868","2823","27.19",,,
"1713735446.869",,,"1730","2883",
"1713735446.874","2811","27.11","1731","2881",
"1713735446.88","2861",,,,
"1713735446.881",,"26.84","1732","2879",
"1713735446.886","2855","27.18","1733","2874",
"1713735446.891","2823",,,,
"1713735446.892",,"27.32","1734","2872",
"1713735446.903","2875","27.27","1735","2870",
"1713735446.904",,,"1736","2867",
"1713735446.909","2824","27.24","1737","2868",
"1713735446.914","2845",,,,
"1713735446.915",,"27.29","1738","2869",
"1713735446.92","2877",,,,
"1713735446.921",,"27.32","1739","2870",
"1713735446.926","2813","27.26",,,
"1713735446.927",,,"1740","2874",
"1713735446.931","2830",,,,
"1713735446.932",,"27.11","1741","2876",
"1713735446.937","2876","27.18","1742","2879",
"1713735446.943","2814","27.17","1743","2883",
"1713735446.948","2826",,,,
"1713735446.949",,"26.86","1744",,
"1713735446.95",,,,"2885",
"1713735446.954","2876","26.89","1745",,
"1713735446.955",,,,"2886",
"1713735446.96","2839","27",,,
"1713735446.961",,,"1746","2886",
"1713735446.966","2829","26.97","1747",,
"1713735446.967",,,,"2886",
"1713735446.971","2888",,,,
"1713735446.972",,"26.88","1748","2884",
"1713735446.977","2871","27.08",,,
"1713735446.978",,,"1749","2880",
"1713735446.983","2841","27.24","1750",,
"1713735446.989","2889","27.38",,,
"1713735446.99",,,"0","2872",
"1713735446.995","2892",,,,
"1713735446.996",,"28.67","1","2862",
"1713735447.002","2840","29.51","2","2855",
"1713735447.033","2873","29.5","3",,
"1713735447.034",,,,"2850",
"1713735447.036","2827","29.61","5","2846",
"1713735447.037","2813","29.51","7","2843",
"1713735447.038",,"29.54","8","2842",
"1713735447.041","2838",,,,
"1713735447.042",,"29.27","9","2845",
"1713735447.046","2889","29.3",,,
"1713735447.047",,,"10","2851",
"1713735447.051","2823",,,,
"1713735447.052",,"29.62","11","2856",
"1713735447.071","2829","29.59",,,
"1713735447.072","2842","30.14","14","2858",
"1713735447.082","2889","30.55","16","2856",
"1713735447.083",,,,"2853",
"1713735447.086","2873","30.88","17","2847",
"1713735447.091","2842",,,,
"1713735447.092",,"31.22","18","2846",
"1713735447.097","2879","31.22","19",,
"1713735447.098",,,,"2843",
"1713735447.104","2890","31.31","20","2839",
"1713735447.109","2831","31.24","21","2840",
"1713735447.114","2861","31.29",,,
"1713735447.115",,,"22","2842",
"1713735447.12","2888",,,,
"1713735447.121",,"31.27","23","2844",
"1713735447.126","2823","31.08","24","2850",
"1713735447.132","2840","31.08","25","2853",
"1713735447.138","2875","31.18","26","2857",
"1713735447.143","2813","31.14","27","2863",
"1713735447.149","2824","30.96","28","2866",
"1713735447.154","2875",,,,
"1713735447.155",,"30.98","29","2869",
"1713735447.16","2830","31.07","30","2872",
"1713735447.166","2829","31.02","31","2873",
"1713735447.171","2878","31.06",,,
"1713735447.172",,,"32","2873",
"1713735447.177","2862","31.17","33","2870",
"1713735447.183","2839","31.23","34","2868",
"1713735447.189","2888","31.31","35","2867",
"1713735447.196","2890","31.15","36","2864",
"1713735447.2","2840","30.95","37","2862",
"1713735447.206","2872","31.05","38","2862",
"1713735447.211","2894","30.95",,,
"1713735447.212",,,"39","2861",
"1713735447.217","2827","30.65","40","2863",
"1713735447.223","2846","30.84","41",,
"1713735447.224",,,,"2865",
"1713735447.228","2891",,,,
"1713735447.229",,"30.99","42","2867",
"1713735447.234","2813","30.7","43",,
"1713735447.235",,,,"2872",
"1713735447.24","2829","30.62","44",,
"1713735447.241",,,,"2875",
"1713735447.246","2886","30.88","45","2878",
"1713735447.251","2812",,,,
"1713735447.252",,"30.72","46","2880",
"1713735447.257","2829","30.52","47",,
"1713735447.258",,,,"2882",
"1713735447.263","2878",,,,
"1713735447.264",,"30.73","48","2883",
"1713735447.268","2840",,,,
"1713735447.269",,"30.84","49","2880",
"1713735447.274","2840","30.89","50",,
"1713735447.275",,,,"2878",
"1713735447.28","2890",,,,
"1713735447.281",,"30.99","51","2875",
"1713735447.286","2873","31.14","52","2869",
"1713735447.291","2844",,,,
"1713735447.292",,"31.25","53","2866",
"1713735447.297","2889","31.28",,,
"1713735447.298",,,"54","2863",
"1713735447.303","2892","31.19","55","2857",
"1713735447.309","2840","31.05","56","2856",
"1713735447.314","2862","31.16",,,
"1713735447.315",,,"57",,
"1713735447.316",,,,"2855",
"1713735447.32","2890","31.12","58","2853",
"1713735447.326","2826","30.86","59","2856",
"1713735447.331","2844",,,,
"1713735447.332",,"30.95","60","2858",
"1713735447.337","2879",,,,
"1713735447.338",,"31.09","61","2861",
"1713735447.343","2824","30.96","62","2866",
"1713735447.348","2830",,,,
"1713735447.349",,"30.92","63","2869",
"1713735447.355","2879","31.05","64","2872",
"1713735447.36","2840","30.96","65","2874",
"1713735447.366","2839","30.96","66","2875",
"1713735447.371","2891",,,,
"1713735447.372",,"31.07","67","2875",
"1713735447.377","2862","30.94","68","2873",
"1713735447.383","2843","30.96","69","2872",
"1713735447.389","2890","31.1","70","2871",
"1713735447.394","2892","30.81","71",,
"1713735447.395",,,,"2868",
"1713735447.4","2842","30.45","72","2869",
"1713735447.406","2877","31.04","73","2871",
"1713735447.412","2903","31.18","74","2874",
"1713735447.417","2827","30.98","75","2881",
"1713735447.423","2857","32.71","76","2891",
"1713735447.429","2892","34.97","77","2902",
"1713735447.434","2812","34.85","78","2902",
"1713735447.44","2830","36.45","79","2889",
"1713735447.446","2879",,,,
"1713735447.447",,"36.54","80","2897",
"1713735447.451","2813",,,,
"1713735447.452",,"49.08","81","2937",
"1713735447.457","2827","77.08","82",,
"1713735447.463","2879","123.96","0",,
"1713735447.469","2840","174.15","0",,
"1713735447.474","2840","212.07","0",,
"1713735447.48","2891","243.52","0",,
"1713735447.485","2872",,,,
"1713735447.486",,"270.87","0",,
"1713735447.491","2844",,,,
"1713735447.492",,"295.17","0",,
"1713735447.497","2889","317.08","0",,
"1713735447.502","2890",,,,
"1713735447.503",,"337.22","0",,
"1713735447.508","2840","355.81","0",,
"1713735447.514","2872","372.95","0",,
"1713735447.52","2892","389.03",,,
"1713735447.521",,,"0",,
"1713735447.525","2828",,,,
"1713735447.526",,"404.16","0",,
"1713735447.531","2844","418.17","0",,
"1713735447.537","2877","431.42","0",,
"1713735447.543","2813","444.06","0",,
"1713735447.548","2825","455.73","0",,
"1713735447.554","2825","466.82","0",,
"1713735447.56","2765","477.32","0",,
"1713735447.565","2776",,,,
"1713735447.566",,"486.9","0",,
"1713735447.571","2841","496.01","0",,
"1713735447.577","2826","505.01","0",,
"1713735447.582","2810",,,,
"1713735447.583",,"513.45","0",,
"1713735447.588","2862","521.35","0",,
"1713735447.594","2861","529.14",,,
"1713735447.595",,,"0",,
"1713735447.599","2812",,,,
"1713735447.6",,"536.52","0",,
"1713735447.605","2848","543.21","0",,
"1713735447.611","2872","549.76","0",,
"1713735447.617","2796","556.11",,,
"1713735447.618",,,"0",,
"1713735447.622","2827",,,,
"1713735447.623",,"561.59","0",,
"1713735447.628","2859","566.96","0",,
"1713735447.634","2781","572.21","0",,
"1713735447.64","2799","576.57","0",,
"1713735447.645","2856",,,,
"1713735447.646",,"580.22","0",,
"1713735447.651","2792","581.59","0",,
"1713735447.657","2799","581.46","0",,
"1713735447.662","2858",,,,
"1713735447.663",,"581.37","0",,
"1713735447.669","2812","580.45","0",,
"1713735447.674","2813","578.7","0",,
"1713735447.68","2873","576.95","0",,
"1713735447.685","2848","575.28",,,
"1713735447.686",,,"0",,
"1713735447.691","2829",,,,
"1713735447.692",,"573.31","0",,
"1713735447.697","2875","571.12","0",,
"1713735447.703","2875","569.32","0",,
"1713735447.708","2828","567.83",,,
"1713735447.709",,,"0",,
"1713735447.714","2860","565.83","0",,
"1713735447.72","2878","564.1","0",,
"1713735447.725","2815","563.1","0",,
"1713735447.731","2842","561.37","0",,
"1713735447.737","2876","559.62","0",,
"1713735447.743","2811","558.92","0",,
"1713735447.748","2825","557.72","0",,
"1713735447.754","2873","556.2","0",,
"1713735447.76","2825","556.02","0",,
"1713735447.766","2824","555.81","0",,
"1713735447.771","2873","554.92","0",,
"1713735447.777","2847","555.29","0",,
"1713735447.782","2829","556.31","0",,
"1713735447.788","2887","556.37","0",,
"1713735447.794","2878","557.53","0",,
"1713735447.799","2840",,,,
"1713735447.8",,"559.9","0",,
"1713735447.805","2875",,,,
"1713735447.806",,"561","0",,
"1713735447.811","2893","562.38","0",,
"1713735447.817","2828","565.43","0",,
"1713735447.822","2857","567.11",,,
"1713735447.823",,,"0",,
"1713735447.828","2890","568.47",,,
"1713735447.829",,,"0",,
"1713735447.834","2810","571.51","0",,
"1713735447.84","2828",,,,
"1713735447.841",,"573.54","0",,
"1713735447.845","2875","574.8",,,
"1713735447.846",,,"0",,
"1713735447.851","2797","577.8","0",,
"1713735447.857","2811","580.48","0",,
"1713735447.864","2862","581.98","0",,
"1713735447.868","2812","585.06","0",,
"1713735447.874","2811","588.59","0",,
"1713735447.88","2873","590.79","0",,
"1713735447.885","2846",,,,
"1713735447.886",,"594.21","0",,
"1713735447.891","2827","598.54","0",,
"1713735447.897","2876","601.51","0",,
"1713735447.903","2876","604.93","0",,
"1713735447.908","2829","609.96","0",,
"1713735447.914","2861",,,,
"1713735447.915",,"613.37","0",,
"1713735447.92","2879","616.5","0",,
"1713735447.926","2824","621.39","0",,
"1713735447.931","2842","625.15",,,
"1713735447.932",,,"0",,
"1713735447.937","2874",,,,
"1713735447.938",,"628.06","0",,
"1713735447.942","2811",,,,
"1713735447.943",,"632.71","0",,
"1713735447.948","2825","636.54",,,
"1713735447.949",,,"0",,
"1713735447.954","2874","639.34","0",,
"1713735447.96","2829","643.52","0",,
"1713735447.966","2843","647.96","0",,
"1713735447.971","2905","651.2","0",,
"1713735447.985","2889",,,,
"1713735447.986",,"655.56","0",,
"1713735447.988","2891","660.65",,,
"1713735447.989",,,"0",,
"1713735447.99","2952","664.42","0",,
"1713735447.994","2971",,,,
"1713735447.995",,"668.65","0",,
"1713735448","2813","674.24","0",,
"1713735448.005","2734",,,,
"1713735448.006",,"677.6","0",,
"1713735448.011","2876","680.19","0",,
"1713735448.017","3177","685.33","0",,
"1713735448.023","3448","690.24","0",,
"1713735448.028","3832",,,,
"1713735448.029",,"693.97","0",,
"1713735448.034","4095","696.59","0",,
"1713735448.041","4095","695.5","0",,
"1713735448.045","4095",,,,
"1713735448.046",,"693.04","0",,
"1713735448.051","4095","691.26",,,
"1713735448.052",,,"0",,
"1713735448.057","4095","689.2","0",,
"1713735448.063","4095",,,,
"1713735448.064",,"685.66","0",,
"1713735448.069","4095",,,,
"1713735448.07",,"682.49","0",,
"1713735448.075","4095","679.4","0",,
"1713735448.08","4095",,,,
"1713735448.081",,"674.69","0",,
"1713735448.085","4095",,,,
"1713735448.086",,"669.93","0",,
"1713735448.091","4095",,,,
"1713735448.092",,"665.57","0",,
"1713735448.098","4095","659.55","0",,
"1713735448.103","4095","653.05","0",,
"1713735448.108","4095",,,,
"1713735448.109",,"647.26","0",,
"1713735448.115","4095","639.95",,,
"1713735448.116",,,"0",,
"1713735448.12","4095","631.79","0",,
"1713735448.125","4095","624.17",,,
"1713735448.126",,,"0",,
"1713735448.131","4095",,,,
"1713735448.132",,"615.4","0",,
"1713735448.137","4095","605.35","0",,
"1713735448.143","4095","595.64","0",,
"1713735448.148","4095",,,,
"1713735448.149",,"585","0",,
"1713735448.154","4095","572.78","0",,
"1713735448.16","4095","560.77","0",,
"1713735448.166","4095","548.05","0",,
"1713735448.171","4095","533.55","0",,
"1713735448.178","4095","518.56",,,
"1713735448.179",,,"0",,
"1713735448.183","4095",,,,
"1713735448.184",,"503.08","0",,
"1713735448.189","4095","485.57","0",,
"1713735448.194","4095","466.9","0",,
"1713735448.2","4095","447.59","0",,
"1713735448.205","4095",,,,
"1713735448.206",,"425.71","0",,
"1713735448.211","4057","401.76","0",,
"1713735448.217","3848","378.01","0",,
"1713735448.223","3756","358.87","0",,
"1713735448.228","3772","340.83","0",,
"1713735448.234","3597","321.65","0",,
"1713735448.24","3510","306.54","0",,
"1713735448.245","3536","292.34","0",,
"1713735448.253","3408",,,,
"1713735448.254",,"276.89","0",,
"1713735448.257","3290","264.6","0",,
"1713735448.264","3322","254.17","0",,
"1713735448.268","3256","242.49",,,
"1713735448.269",,,"0",,
"1713735448.274","3129","232.5","0",,
